MedianRooms,MedianAge,Households,MedianHouseholdIncome,MedianFamilyIncome,PerCapitaIncome,MedianNonfamilyIncome,LandAreakm2,Latitude,Areakm2,WaterAreakm2,CloudCover,HoursofSun,Precipitation,WindSpeed,Desempleo,Ti,pca1,pca2,MedianPrice,State
7.7,38.8,65025,112834,125609,46470,57263,580.211,34.225143,640.157,59.947,45,186,6.7,7,3.1,85.42982359473412,0.142936121964458,0.3498482325294682,362300,GA
5.8,41.2,6170,47821,57403,24338,20536,677.273,34.375155,690.105,12.832,43,195,6.3,6,4.3,71.48017660437944,-0.1072620070137122,-0.2919163308947103,120500,GA
5.4,35.7,229604,72741,99490,49369,52042,1363.977,33.790034,1383.895,19.917,46,179,6.3,7,6.2,56.50167393201366,-0.0497689676104536,0.9878621145875708,326700,GA
5.4,47.9,8448,57376,65839,27789,30938,1104.734,34.690541,1116.923,12.19,49,168,7.1,6,3.8,72.51910879817856,0.1827388746516733,-0.3027883825295185,205800,GA
5.4,43.2,727,46500,67793,24258,21989,372.284,33.227491,374.132,1.848,41,195,5.3,8,3.3,68.30695113558156,-0.3182208784201174,-0.2198750656118886,82600,GA
5.6,42.2,22560,56952,72303,33975,34844,1087.155,31.212747,1515.785,428.63,39,199,3.4,7,4.9,64.74095444163962,-0.5336380511307598,0.0968270178621921,194300,GA
5.8,38.4,14905,48662,56784,25114,25012,921.539,34.509667,927.327,5.788,48,172,5.8,6,4.1,65.31722160044767,0.0064868270248139,-0.2953825237380911,148300,GA
5.5,39.4,6446,48047,58000,24272,19013,1177.219,30.875863,1192.078,14.859,39,201,3.9,7,3.8,64.02983249786037,-0.5862084695337657,-0.1545505249719425,121700,GA
6.3,50.7,5031,57880,77952,42339,26160,1003.453,33.576836,1052.081,48.628,43,194,6.2,7,5.3,73.74368292544432,-0.1354711946904988,-0.0679302470168346,241300,GA
6.4,35.5,225267,72787,82919,31935,44859,1114.687,33.959101,1131.243,16.556,46,177,6.2,7,4.5,68.52843615270729,-0.0291780182845226,0.554698087392634,235700,GA
5.8,39.3,10272,54147,66551,24060,26688,716.752,34.635108,722.672,5.92,45,187,6.7,6,4.4,81.15450703571263,0.0341043348044459,-0.270262659337654,155200,GA
6.0,37.2,49002,63651,74139,30459,36465,1017.3,34.317588,1111.868,94.568,44,190,6.5,6,3.4,68.45720235890144,-0.0171503850330714,-0.0432235770973606,212700,GA
5.3,47.6,1930,32914,47500,17802,23500,1222.061,33.26922,1239.776,17.715,42,190,5.4,7,8.5,71.8806361698639,-0.2840433508948589,-0.3518376174296257,80400,GA
5.8,40.4,8312,52021,64440,27507,22481,730.804,33.795165,733.42,2.616,47,171,6.2,7,4.5,71.33155883155882,-0.0959577304740515,-0.2846836660820508,144200,GA
6.8,43.3,9948,79860,91771,37882,45165,1201.414,32.731549,1224.95,23.536,44,179,6.1,7,3.3,88.47970891164647,-0.1782856383647537,-0.0025617304107852,230400,GA
5.9,44.3,6767,45874,62817,24443,25605,601.897,34.348733,665.492,63.595,43,193,6.3,6,4.6,74.59153582529689,-0.079394967477996,-0.2777219681514083,149100,GA
5.4,42.4,3245,50583,63277,23498,22397,766.715,33.290968,779.831,13.116,46,173,5.6,7,4.9,69.36162900592835,-0.1825889518218937,-0.3091927408699853,114500,GA
6.6,37.1,58925,71110,80348,31173,45935,834.305,33.452881,845.752,11.448,45,183,6.0,7,5.5,72.91202599648837,-0.1476436365379997,0.0467426351574822,189600,GA
5.9,35.6,40727,65870,80005,30616,35414,972.646,32.458381,983.991,11.345,42,189,5.5,8,4.4,69.01764043700913,-0.3065724463143606,0.0376715783280347,157200,GA
6.0,39.7,2261,41484,58538,21123,21667,917.744,31.604306,939.551,21.808,40,193,4.0,8,5.5,70.53019624850916,-0.4154991432654194,-0.209316345948696,83200,GA
6.6,38.4,19184,68307,77765,29724,37970,879.723,34.134157,888.623,8.9,44,189,6.3,6,3.0,79.50158000574548,-0.0007982524299594,-0.1159531366212178,210100,GA
6.0,43.2,4175,52409,57161,24270,27527,953.543,33.314905,967.269,13.726,43,189,5.5,7,4.3,80.1258671243653,-0.2155241375207478,-0.2436191232069803,145000,GA
5.7,40.0,3787,37009,50587,21178,21603,1363.589,33.051874,1371.831,8.242,42,191,4.9,8,6.1,63.00701637153357,-0.3414595008611278,-0.2342422933338163,85600,GA
5.6,41.9,2066,25712,39241,14212,14490,899.449,32.794563,912.901,13.452,41,194,4.8,8,5.6,72.90902638116646,-0.3875390485252765,-0.3395685040875923,61300,GA
5.3,41.6,2243,42421,51314,21093,22286,784.793,32.689831,794.072,9.279,41,195,5.0,8,4.2,72.0696281225274,-0.3447517420787804,-0.2730311229678074,68900,GA
6.0,40.4,7969,63046,74759,27555,34886,1020.282,33.020226,1024.124,3.843,45,184,5.9,7,3.8,78.4726631393298,-0.1908733688241082,-0.1583631204653898,149700,GA
5.9,38.5,3730,50088,66003,24576,32027,475.263,33.07446,481.309,6.046,45,183,6.1,7,5.4,75.46047363001945,-0.1950877039261564,-0.2704129618619152,145800,GA
5.5,37.0,2540,32158,50942,18788,19366,479.824,31.038197,517.45,37.625,41,195,3.7,7,4.7,61.53846153846154,-0.582559279269423,-0.2432692387786323,117800,GA
5.5,39.4,11513,39476,48960,23694,18754,2090.886,32.39322,2119.828,28.942,42,190,5.0,8,5.2,60.22208831884307,-0.3472052128721526,-0.1883292393918805,99600,GA
6.1,37.1,8288,68338,79034,29379,44725,921.476,31.818419,936.884,15.408,40,193,4.7,8,3.6,76.32395495589722,-0.3628220040415784,-0.0459224959356482,166900,GA
5.6,28.8,16734,50411,54347,24121,38514,1268.579,31.807245,1560.539,291.96,41,187,3.8,6,5.3,45.44893293954715,-0.3914617181186939,-0.0894158044225023,133700,GA
