MedianRooms,MedianAge,Households,PerCapitaIncome,MedianNonfamilyIncome,LandAreakm2,Latitude,Areakm2,WaterAreakm2,CloudCover,HoursofSun,Precipitation,WindSpeed,Desempleo,Ti,pca1,pca2,MedianPrice
5.5,45.2,1519,24547,26563,736.329,33.419169,742.518,6.19,42,195,5.1,7,5.5,63.45559845559846,-0.27844123498245144,-0.32818882899115115,64600
5.7,41.0,5225,20535,18770,1757.183,32.971848,1772.473,15.29,42,190,5.1,8,6.4,65.95338173481086,-0.3058643203419285,-0.26513110493029995,92500
5.9,38.2,7242,21763,19330,1662.194,31.547845,1680.374,18.18,41,192,3.5,6,4.8,61.68046743377425,-0.5119323897714305,-0.13499382174398228,116000
5.9,43.9,649,22034,16953,541.614,32.046554,544.58,2.966,43,185,5.4,8,5.6,92.7216415021293,-0.33965492607208614,-0.3727793373254438,69700
5.0,27.8,1036,15186,15283,765.301,32.109276,777.691,12.39,41,193,4.3,8,7.1,67.7252106286455,-0.4061307708720498,-0.3342343769033867,55500
5.3,46.7,8733,28340,33804,623.375,34.643677,627.315,3.94,44,189,7.0,6,3.2,74.52501100687506,0.08456266565548341,-0.29153753394418797,182700
5.6,36.2,26056,24361,27221,752.297,34.801726,753.827,1.53,47,176,6.3,6,4.9,65.57353070239593,0.027495046299289463,-0.30089632350591694,142800
5.5,40.7,1754,16471,17195,978.25,31.962717,989.694,11.444,42,190,5.0,8,5.8,75.23980815347721,-0.36372626541104247,-0.32586979247783976,62000
5.4,45.8,2531,23265,19885,1215.974,33.77904,1227.899,11.925,42,197,5.8,7,6.3,62.18001651527663,-0.2221030874270646,-0.3236513801050997,79000
5.3,43.0,2028,22987,22289,1158.522,32.804321,1170.545,12.023,42,190,5.6,7,5.1,74.81054179391472,-0.28507606759062554,-0.3339997551901138,70100
5.7,42.6,5995,26533,30539,1478.111,31.551773,1488.61,10.498,40,195,4.7,8,5.1,67.63277843836703,-0.39736611186294407,-0.1876481161185884,93400
